2026-02-26;0;CASA AMETLLER - C;;;-6.88;Comida;
2022-11-02;0;CASA AMETLLER - C;;;-7.08;Comida;
2022-11-02;0;Zettle_*Syra Coff;;adf;-2.5;;
2022-11-01;0;DIGITALOCEAN.COM;;;-8.69;Comida;
